pitcher,pitch_type_label,count,avg_release_speed_mph,avg_ivb_in,avg_hb_in,avg_hb_in_mirrored,total_pitches,usage_pct,throws
VHA-8559,Slider,10,82.546,-2.149,7.033,-7.033,30,0.333,R
VHA-9466,Slider,16,78.258,4.381,-14.202,-14.202,36,0.444,L
VHA-9466,Fastball,12,87.7,14.036,13.979,13.979,36,0.333,L
VKA-0926,Fastball,10,97.036,19.521,-10.179,10.179,22,0.455,R
VKA-0926,Curveball,5,88.361,4.485,0.389,-0.389,22,0.227,R
VKA-1394,Fastball,15,95.734,14.622,10.12,10.12,25,0.6,L
VKA-1394,Slider,9,87.269,3.633,-3.786,-3.786,25,0.36,L
VKA-1417,Fastball,24,89.859,15.732,10.94,10.94,52,0.462,L
VKA-1417,Slider,12,80.91,4.123,-0.117,-0.117,52,0.231,L
VKA-1417,Changeup,6,81.847,11.862,15.047,15.047,52,0.115,L
VKA-1417,Curveball,5,80.229,-4.11,-5.563,-5.563,52,0.096,L
VKA-1417,Cutter,5,85.48,11.674,4.774,4.774,52,0.096,L
VKA-1761,Fastball,27,92.815,13.59,-13.876,13.876,61,0.443,R
VKA-1761,Slider,15,84.163,4.819,0.018,-0.018,61,0.246,R
VKA-1761,Sinker,8,92.474,6.58,-16.267,16.267,61,0.131,R
VKA-1761,Cutter,6,90.012,8.976,-5.059,5.059,61,0.098,R
VKA-3872,Fastball,21,93.639,14.094,-13.117,13.117,43,0.488,R
VKA-3872,Slider,15,85.299,3.838,1.235,-1.235,43,0.349,R
VKA-3872,Changeup,5,86.541,8.642,-16.432,16.432,43,0.116,R
VKA-4371,Fastball,18,92.961,21.24,6.842,6.842,37,0.486,L
VKA-4371,Curveball,8,84.502,7.918,4.094,4.094,37,0.216,L
VKA-4371,Cutter,6,91.669,21.419,1.338,1.338,37,0.162,L
VKA-5263,Fastball,16,92.668,15.904,-9.132,9.132,30,0.533,R
VKA-5263,Slider,7,83.25,-0.285,2.735,-2.735,30,0.233,R
VKA-5899,Fastball,9,88.003,15.198,10.278,10.278,31,0.29,L
VKA-5899,Changeup,8,77.306,14.238,9.19,9.19,31,0.258,L
VKA-5899,Slider,7,76.525,8.65,-2.448,-2.448,31,0.226,L
VKA-6996,Fastball,27,91.79,20.212,10.455,10.455,53,0.509,L
VKA-6996,Changeup,8,81.249,13.048,15.147,15.147,53,0.151,L
VKA-6996,Slider,8,81.874,0.826,-2.89,-2.89,53,0.151,L
VKA-6996,Curveball,5,81.637,-3.94,-10.007,-10.007,53,0.094,L
VKA-8184,Fastball,20,92.556,16.418,8.364,8.364,37,0.541,L
VKA-8184,Slider,6,86.062,7.149,-1.86,-1.86,37,0.162,L
VKA-9775,Fastball,21,91.061,17.62,-13.486,13.486,42,0.5,R
VKA-9775,Slider,15,82.36,5.424,-0.084,0.084,42,0.357,R
VKA-9775,Changeup,5,83.959,7.049,-18.769,18.769,42,0.119,R
VNG-0574,Fastball,7,99.077,12.815,-15.134,15.134,22,0.318,R
VNG-0574,Slider,6,93.865,9.33,-4.446,4.446,22,0.273,R
VNG-0628,Fastball,9,91.805,16.752,11.68,11.68,19,0.474,L
VNG-0628,Slider,7,76.842,-9.175,-4.366,-4.366,19,0.368,L
VNG-0766,Fastball,42,90.713,12.768,-13.362,13.362,76,0.553,R
VNG-0766,Slider,17,77.379,-5.26,4.284,-4.284,76,0.224,R
VNG-0766,Curveball,6,75.251,-9.455,8.672,-8.672,76,0.079,R
VNG-0766,Changeup,5,83.415,7.557,-10.58,10.58,76,0.066,R
VNG-0766,Cutter,5,86.376,4.055,-1.412,1.412,76,0.066,R
VNG-0943,Fastball,21,93.206,12.93,-2.595,2.595,41,0.512,R
VNG-0943,Curveball,9,77.605,-8.66,2.732,-2.732,41,0.22,R
VNG-0943,Cutter,7,90.687,9.915,3.884,-3.884,41,0.171,R
VNG-3440,Fastball,13,92.749,17.154,-5.26,5.26,36,0.361,R
VNG-3440,Changeup,12,81.728,10.849,-11.967,11.967,36,0.333,R
VNG-3616,Fastball,11,99.063,17.698,-11.435,11.435,26,0.423,R
VNG-5979,Fastball,24,95.269,14.996,-5.444,5.444,46,0.522,R
VNG-5979,Changeup,8,87.079,5.551,-7.97,7.97,46,0.174,R
VNG-5979,Cutter,7,93.939,15.503,-1.189,1.189,46,0.152,R
VNG-9744,Fastball,34,93.5,11.492,-6.412,6.412,87,0.391,R
VNG-9744,Cutter,21,87.48,4.699,1.275,-1.275,87,0.241,R
VNG-9744,Curveball,13,73.735,-15.378,11.625,-11.625,87,0.149,R
VNG-9744,Slider,9,81.115,-0.544,4.76,-4.76,87,0.103,R
VNG-9744,Changeup,7,82.443,10.532,-8.628,8.628,87,0.08,R
WDF-0282,Fastball,8,92.14,17.324,3.801,3.801,19,0.421,L
WDF-0282,Slider,6,72.616,-13.679,-9.173,-9.173,19,0.316,L
WDF-2742,Slider,12,83.518,-1.07,3.834,-3.834,28,0.429,R
WDF-2742,Fastball,11,94.424,14.375,-7.099,7.099,28,0.393,R
WDF-3352,Fastball,36,89.39,14.668,6.344,6.344,61,0.59,L
WDF-3352,Slider,8,80.877,-0.419,-2.336,-2.336,61,0.131,L
WDF-3352,Curveball,6,76.845,-13.785,-8.904,-8.904,61,0.098,L
WDF-3352,Cutter,6,86.685,12.041,1.672,1.672,61,0.098,L
WDF-7120,Fastball,41,90.631,16.034,13.626,13.626,84,0.488,L
WDF-7120,Sinker,11,90.064,10.787,15.734,15.734,84,0.131,L
WDF-7120,Changeup,10,82.818,8.326,12.641,12.641,84,0.119,L
WDF-7120,Curveball,10,79.968,-0.077,-1.5,-1.5,84,0.119,L
WDF-7120,Cutter,8,88.664,11.818,7.077,7.077,84,0.095,L
WDF-7300,Fastball,24,90.025,16.313,-8.726,8.726,56,0.429,R
WDF-7300,Cutter,11,86.184,10.095,-0.66,0.66,56,0.196,R
WDF-7300,Curveball,9,79.916,-3.194,3.319,-3.319,56,0.161,R
WDF-7300,Slider,8,85.043,9.096,1.139,-1.139,56,0.143,R
WDF-8319,Fastball,34,89.738,17.771,-9.033,9.033,77,0.442,R
WDF-8319,Changeup,13,83.443,10.382,-12.386,12.386,77,0.169,R
WDF-8319,Cutter,12,87.351,10.442,-0.575,0.575,77,0.156,R
WDF-8319,Curveball,10,75.262,-5.133,5.185,-5.185,77,0.13,R
WDF-8319,Sinker,5,88.496,9.737,-8.571,8.571,77,0.065,R
WIF-0284,Fastball,17,85.375,10.204,1.86,1.86,39,0.436,L
WIF-0284,Slider,16,73.193,2.054,-14.744,-14.744,39,0.41,L
WIF-0372,Fastball,24,91.085,9.802,-13.115,13.115,86,0.279,R
WIF-0372,Cutter,23,88.058,8.125,-2.871,2.871,86,0.267,R
WIF-0372,Sinker,14,92.236,3.346,-13.059,13.059,86,0.163,R
WIF-0372,Slider,13,82.903,-0.058,-1.214,1.214,86,0.151,R
WIF-0372,Curveball,8,66.251,1.544,-3.666,3.666,86,0.093,R
WIF-1518,Fastball,30,91.472,15.129,-8.827,8.827,76,0.395,R
WIF-1518,Changeup,14,83.139,8.475,-12.983,12.983,76,0.184,R
WIF-1518,Cutter,13,88.915,10.108,-0.794,0.794,76,0.171,R
WIF-1518,Slider,8,83.331,6.989,1.139,-1.139,76,0.105,R
WIF-1518,Curveball,7,79.987,-0.89,4.665,-4.665,76,0.092,R
WIF-4185,Changeup,25,78.95,1.119,-7.144,7.144,81,0.309,R
WIF-4185,Cutter,23,85.39,7.027,1.417,-1.417,81,0.284,R
WIF-4185,Fastball,17,86.742,9.727,-4.097,4.097,81,0.21,R
WIF-4185,Curveball,8,82.113,-3.889,-5.932,5.932,81,0.099,R
WIF-4185,Slider,6,79.505,2.921,-0.937,0.937,81,0.074,R
WIF-4413,Slider,14,83.707,2.041,2.521,-2.521,36,0.389,R
WIF-4413,Fastball,12,92.197,9.158,-12.057,12.057,36,0.333,R
WIF-4907,Fastball,8,91.013,15.798,-9.675,9.675,16,0.5,R
WIF-6030,Fastball,29,91.309,13.144,-7.06,7.06,74,0.392,R
WIF-6030,Cutter,16,89.058,9.173,0.565,-0.565,74,0.216,R
WIF-6030,Changeup,8,83.193,3.983,-9.967,9.967,74,0.108,R
WIF-6030,Curveball,8,79.434,-2.761,2.046,-2.046,74,0.108,R
WIF-6030,Sinker,7,91.53,5.412,-7.791,7.791,74,0.095,R
WIF-6030,Slider,6,83.49,9.292,2.115,-2.115,74,0.081,R
WIF-7124,Fastball,17,95.471,11.259,-8.818,8.818,47,0.362,R
WIF-7124,Changeup,12,85.355,2.788,-11.313,11.313,47,0.255,R
WIF-7124,Slider,7,82.538,3.017,4.955,-4.955,47,0.149,R
WIF-7337,Fastball,6,94.275,13.632,-9.13,9.13,16,0.375,R
WIF-7337,Cutter,5,91.819,9.215,-3.748,3.748,16,0.312,R
WIF-7671,Fastball,12,93.579,18.888,6.483,6.483,35,0.343,L
WIF-7671,Cutter,7,91.289,14.342,-0.527,-0.527,35,0.2,L
WIF-7671,Changeup,5,88.359,12.796,8.64,8.64,35,0.143,L
WLI-0041,Fastball,14,95.237,13.402,-8.893,8.893,35,0.4,R
WLI-0041,Cutter,6,92.637,8.683,-3.952,3.952,35,0.171,R
WLI-0041,Slider,5,84.257,8.171,3.044,-3.044,35,0.143,R
WLI-3603,Fastball,37,94.616,18.751,-5.168,5.168,62,0.597,R
WLI-3603,Curveball,8,79.969,-11.621,9.507,-9.507,62,0.129,R
WLI-3603,Slider,8,88.447,5.636,3.423,-3.423,62,0.129,R
WLI-3603,Changeup,7,89.124,12.554,-10.0,10.0,62,0.113,R
WLI-5215,Fastball,41,90.79,16.066,-8.04,8.04,80,0.512,R
WLI-5215,Slider,23,81.276,3.398,4.686,-4.686,80,0.288,R
WLI-5215,Changeup,8,82.397,8.77,-6.565,6.565,80,0.1,R
WLI-5215,Curveball,5,78.551,-6.925,6.028,-6.028,80,0.062,R
WLI-6975,Fastball,11,90.542,18.967,8.771,8.771,28,0.393,L
WLI-6975,Changeup,5,83.884,12.284,8.362,8.362,28,0.179,L
WLI-7288,Fastball,18,90.971,13.822,11.275,11.275,40,0.45,L
WLI-7288,Slider,10,79.286,-1.798,0.852,0.852,40,0.25,L
WLI-7288,Changeup,5,84.369,9.851,14.441,14.441,40,0.125,L
WLI-8171,Fastball,29,91.309,15.602,-14.365,14.365,75,0.387,R
WLI-8171,Changeup,14,85.509,8.082,-15.105,15.105,75,0.187,R
WLI-8171,Cutter,10,88.739,12.418,-3.132,3.132,75,0.133,R
WLI-8171,Curveball,8,79.073,-8.54,4.3,-4.3,75,0.107,R
WLI-8171,Sinker,7,90.894,7.242,-16.128,16.128,75,0.093,R
WLI-8171,Slider,7,84.711,8.329,-1.754,1.754,75,0.093,R
WLI-8456,Fastball,19,94.432,15.23,-8.236,8.236,37,0.514,R
WLI-8456,Slider,7,82.715,2.492,6.982,-6.982,37,0.189,R
WTH-0162,Fastball,9,90.955,10.757,16.194,16.194,17,0.529,L
WTH-0162,Slider,5,85.259,4.898,-1.288,-1.288,17,0.294,L
WTH-1880,Fastball,8,93.733,22.715,-11.824,11.824,21,0.381,R
WTH-2359,Fastball,15,91.904,16.831,-8.875,8.875,27,0.556,R
WTH-2359,Slider,9,78.831,-6.831,9.358,-9.358,27,0.333,R
WTH-3726,Fastball,27,89.641,16.104,-9.735,9.735,64,0.422,R
WTH-3726,Slider,12,82.454,7.46,0.305,-0.305,64,0.188,R
WTH-3726,Changeup,8,82.102,8.632,-11.402,11.402,64,0.125,R
WTH-3726,Sinker,7,89.013,9.041,-10.937,10.937,64,0.109,R
WTH-3726,Cutter,6,88.579,12.411,-1.607,1.607,64,0.094,R
WTH-3910,Fastball,54,95.36,18.141,-11.475,11.475,91,0.593,R
WTH-3910,Slider,14,86.904,3.24,4.178,-4.178,91,0.154,R
WTH-3910,Curveball,13,81.773,-14.214,10.134,-10.134,91,0.143,R
WTH-3910,Changeup,7,86.546,13.108,-15.645,15.645,91,0.077,R
WTH-4792,Cutter,10,89.802,10.064,-1.188,-1.188,29,0.345,L
WTH-4792,Fastball,9,91.539,13.364,2.244,2.244,29,0.31,L
WTH-4792,Sinker,5,91.622,6.924,0.861,0.861,29,0.172,L
WTH-5735,Fastball,24,91.444,19.371,-5.796,5.796,35,0.686,R
WTH-5735,Curveball,7,78.943,-11.556,10.025,-10.025,35,0.2,R
WTH-8060,Fastball,16,92.379,18.985,8.729,8.729,35,0.457,L
WTH-8060,Changeup,8,78.736,15.529,11.373,11.373,35,0.229,L
WTH-8569,Fastball,19,90.962,15.024,12.704,12.704,51,0.373,L
WTH-8569,Sinker,11,91.09,7.299,16.434,16.434,51,0.216,L
WTH-8569,Cutter,7,88.911,10.087,5.195,5.195,51,0.137,L
WTH-8569,Slider,7,85.49,12.445,-0.544,-0.544,51,0.137,L
WTH-8569,Curveball,6,81.966,2.052,-3.049,-3.049,51,0.118,L
WTH-9447,Fastball,9,93.176,15.072,-6.878,6.878,15,0.6,R
XGM-0248,Fastball,26,90.577,17.614,-11.555,11.555,54,0.481,R
XGM-0248,Slider,19,81.889,3.192,0.849,-0.849,54,0.352,R
XGM-0588,Fastball,37,90.892,20.431,9.779,9.779,81,0.457,L
XGM-0588,Changeup,19,81.51,12.105,14.016,14.016,81,0.235,L
XGM-0588,Cutter,14,90.407,16.614,4.884,4.884,81,0.173,L
XGM-0588,Sinker,6,90.803,13.846,11.225,11.225,81,0.074,L
XGM-0588,Curveball,5,80.62,2.816,3.154,3.154,81,0.062,L
XGM-1126,Fastball,32,92.098,15.032,10.636,10.636,78,0.41,L
XGM-1126,Sinker,15,91.276,9.024,12.705,12.705,78,0.192,L
XGM-1126,Curveball,11,77.465,-1.382,-8.748,-8.748,78,0.141,L
XGM-1126,Changeup,9,85.043,10.131,12.653,12.653,78,0.115,L
XGM-1126,Cutter,6,92.31,13.225,1.885,1.885,78,0.077,L
XGM-1126,Slider,5,82.39,10.11,-0.601,-0.601,78,0.064,L
XGM-1465,Fastball,16,90.989,20.058,-5.916,5.916,21,0.762,R
XGM-1499,Fastball,31,89.531,13.357,-9.956,9.956,76,0.408,R
XGM-1499,Slider,14,81.718,4.192,3.572,-3.572,76,0.184,R
XGM-1499,Sinker,11,88.855,6.32,-12.176,12.176,76,0.145,R
XGM-1499,Cutter,9,87.132,13.123,-2.51,2.51,76,0.118,R
XGM-1499,Curveball,6,79.461,-5.937,8.016,-8.016,76,0.079,R
XGM-1499,Changeup,5,85.399,10.204,-11.437,11.437,76,0.066,R
XGM-1625,Fastball,17,92.558,13.698,-8.759,8.759,40,0.425,R
XGM-1625,Slider,14,84.074,4.078,1.423,-1.423,40,0.35,R
XGM-1658,Fastball,14,94.29,14.567,13.316,13.316,42,0.333,L
XGM-1658,Slider,12,86.173,8.904,1.36,1.36,42,0.286,L
XGM-1658,Sinker,8,93.309,9.494,14.373,14.373,42,0.19,L
XGM-2508,Fastball,23,87.834,16.229,11.354,11.354,42,0.548,L
XGM-2508,Slider,10,77.863,0.163,-1.94,-1.94,42,0.238,L
XGM-2508,Changeup,5,80.463,12.779,11.681,11.681,42,0.119,L
XGM-3387,Sinker,7,92.066,18.127,6.947,6.947,27,0.259,L
XGM-3387,Cutter,6,91.464,21.13,2.587,2.587,27,0.222,L
XGM-3387,Fastball,6,92.244,23.694,4.221,4.221,27,0.222,L
XGM-6668,Fastball,11,96.649,15.49,9.836,9.836,26,0.423,L
XGM-6668,Cutter,8,94.291,14.338,3.286,3.286,26,0.308,L
XGM-7046,Slider,18,80.937,-1.474,5.486,-5.486,36,0.5,R
XGM-7046,Fastball,14,92.639,10.798,-9.632,9.632,36,0.389,R
XOZ-1460,Fastball,12,89.502,22.28,-3.592,3.592,34,0.353,R
XOZ-1460,Slider,12,78.142,-6.792,1.828,-1.828,34,0.353,R
XOZ-1460,Changeup,6,82.525,0.988,-8.097,8.097,34,0.176,R
XOZ-2610,Fastball,36,92.229,18.735,-5.441,5.441,67,0.537,R
XOZ-2610,Slider,19,84.448,3.956,5.886,-5.886,67,0.284,R
XOZ-2610,Curveball,5,84.622,-5.104,6.059,-6.059,67,0.075,R
XOZ-4053,Slider,8,83.648,6.875,6.228,-6.228,22,0.364,R
XOZ-4053,Sinker,7,93.657,0.396,-19.841,19.841,22,0.318,R
XOZ-4053,Fastball,5,94.047,6.782,-14.99,14.99,22,0.227,R
XOZ-8708,Fastball,5,88.413,18.129,7.348,7.348,15,0.333,L
XOZ-8708,Slider,5,79.515,7.807,-1.592,-1.592,15,0.333,L
XPO-0638,Fastball,42,90.333,19.202,9.735,9.735,77,0.545,L
XPO-0638,Slider,17,82.415,5.31,-2.773,-2.773,77,0.221,L
XPO-0638,Changeup,11,78.279,14.67,13.458,13.458,77,0.143,L
XPO-0638,Curveball,6,78.739,-3.927,-4.255,-4.255,77,0.078,L
XPO-1159,Fastball,45,91.541,11.852,-12.2,12.2,82,0.549,R
XPO-1159,Curveball,14,77.321,-10.446,6.454,-6.454,82,0.171,R
XPO-1159,Cutter,9,87.832,11.345,-3.296,3.296,82,0.11,R
XPO-1159,Sinker,6,90.505,5.918,-12.071,12.071,82,0.073,R
XPO-2578,Fastball,23,89.551,17.621,-7.534,7.534,50,0.46,R
XPO-2578,Slider,11,82.72,8.855,-0.36,0.36,50,0.22,R
XPO-2578,Changeup,8,83.956,13.546,-11.544,11.544,50,0.16,R
XPO-3370,Fastball,21,91.37,18.747,10.305,10.305,33,0.636,L
XPO-3370,Slider,9,80.686,0.313,-1.931,-1.931,33,0.273,L
XPO-3707,Fastball,17,96.359,18.797,-11.161,11.161,34,0.5,R
XPO-3707,Slider,6,85.183,5.297,3.594,-3.594,34,0.176,R
XPO-3707,Sinker,5,96.706,10.278,-14.359,14.359,34,0.147,R
XPO-6042,Fastball,17,94.545,17.48,-7.171,7.171,41,0.415,R
XPO-6042,Cutter,10,91.692,13.402,0.835,-0.835,41,0.244,R
XPO-6042,Changeup,5,85.943,9.771,-9.519,9.519,41,0.122,R
XPO-6042,Curveball,5,84.663,2.185,4.763,-4.763,41,0.122,R
XPO-6109,Fastball,42,88.676,17.742,-8.017,8.017,72,0.583,R
XPO-6109,Curveball,12,75.127,-11.825,10.069,-10.069,72,0.167,R
XPO-6109,Cutter,7,84.749,4.954,0.552,-0.552,72,0.097,R
XPO-6109,Slider,6,79.304,-4.616,4.637,-4.637,72,0.083,R
XPO-6399,Fastball,9,94.02,19.168,-5.808,5.808,20,0.45,R
XPO-6399,Slider,6,86.511,10.854,-0.329,0.329,20,0.3,R
XPO-6417,Fastball,6,95.353,9.668,16.628,16.628,16,0.375,L
XPO-6441,Fastball,16,93.353,18.902,-10.778,10.778,38,0.421,R
XPO-6441,Slider,11,82.446,0.391,1.168,-1.168,38,0.289,R
XPO-6441,Changeup,5,87.425,4.423,-15.979,15.979,38,0.132,R
XPO-7129,Fastball,13,93.124,20.554,9.216,9.216,26,0.5,L
XPO-7129,Slider,8,85.639,7.322,-1.699,-1.699,26,0.308,L
XPO-7659,Fastball,11,93.183,12.544,-15.314,15.314,29,0.379,R
XPO-7659,Changeup,9,86.031,2.363,-14.715,14.715,29,0.31,R
YXL-1964,Slider,10,87.303,-0.9,-6.504,-6.504,20,0.5,L
YXL-1964,Fastball,8,94.334,11.531,7.362,7.362,20,0.4,L
YXL-3167,Slider,15,81.536,0.927,0.097,-0.097,38,0.395,R
YXL-3167,Fastball,11,88.119,8.496,-15.335,15.335,38,0.289,R
YXL-3167,Sinker,6,87.214,1.511,-14.718,14.718,38,0.158,R
YXL-4189,Fastball,10,93.233,13.16,-13.151,13.151,19,0.526,R
YXL-5923,Fastball,36,90.787,15.733,-8.307,8.307,80,0.45,R
YXL-5923,Slider,17,83.629,4.917,4.549,-4.549,80,0.212,R
YXL-5923,Curveball,9,79.777,-6.145,10.163,-10.163,80,0.112,R
YXL-5923,Changeup,7,84.871,8.104,-10.192,10.192,80,0.088,R
YXL-5923,Cutter,7,86.329,9.821,-0.878,0.878,80,0.088,R
YXL-7825,Fastball,35,90.571,18.415,10.064,10.064,62,0.565,L
YXL-7825,Changeup,14,80.118,8.254,14.517,14.517,62,0.226,L
YXL-7825,Curveball,7,81.677,-1.287,-4.986,-4.986,62,0.113,L
ZGC-0126,Fastball,26,89.72,11.756,-11.666,11.666,78,0.333,R
ZGC-0126,Slider,15,80.813,6.453,6.843,-6.843,78,0.192,R
ZGC-0126,Cutter,13,85.849,8.443,1.299,-1.299,78,0.167,R
ZGC-0126,Curveball,10,76.512,-2.368,13.802,-13.802,78,0.128,R
ZGC-0126,Sinker,10,88.705,6.371,-12.422,12.422,78,0.128,R
ZGC-1276,Fastball,27,90.044,22.192,-4.217,4.217,73,0.37,R
ZGC-1276,Slider,26,79.717,-1.272,4.843,-4.843,73,0.356,R
ZGC-1276,Changeup,14,82.371,9.558,-14.868,14.868,73,0.192,R
ZGC-5372,Fastball,41,89.237,18.869,9.214,9.214,75,0.547,L
ZGC-5372,Slider,16,77.874,0.618,-5.438,-5.438,75,0.213,L
ZGC-5372,Curveball,10,71.115,-14.119,-8.493,-8.493,75,0.133,L
ZGC-5533,Fastball,15,93.216,13.888,-14.428,14.428,50,0.3,R
ZGC-5533,Slider,15,81.023,9.129,5.088,-5.088,50,0.3,R
ZGC-5533,Sinker,10,93.336,5.828,-17.08,17.08,50,0.2,R
ZGC-5533,Cutter,5,90.365,11.153,0.348,-0.348,50,0.1,R
ZGC-6368,Slider,7,77.635,-12.358,11.172,-11.172,20,0.35,R
ZGC-6368,Fastball,6,91.649,16.993,-5.381,5.381,20,0.3,R
ZGC-7584,Fastball,34,87.961,15.713,-10.554,10.554,66,0.515,R
ZGC-7584,Slider,17,73.955,-8.784,8.938,-8.938,66,0.258,R
ZGC-7584,Cutter,6,83.362,7.46,4.228,-4.228,66,0.091,R
ZGC-7974,Fastball,11,92.078,19.013,-8.013,8.013,21,0.524,R
ZGC-7974,Slider,5,79.613,1.902,4.276,-4.276,21,0.238,R
ZGC-8180,Slider,14,82.616,5.339,-1.673,1.673,36,0.389,R
ZGC-8180,Fastball,13,90.173,20.711,-8.096,8.096,36,0.361,R
ZGC-8180,Changeup,6,83.635,6.954,-8.766,8.766,36,0.167,R
